restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g274707-d10125401,Bad Flash Bar,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Krymska 2, Prague Czech Republic",50.071472,14.446986,Unclaimed,,#1445 of 4632 Restaurants in Prague,#1729 of 6176 places to eat in Prague,"Mid-range, Bar, Pub",€€-€€€,,,"Bar, Pub",,"Seating, Serves Alcohol, Table Service",N,N,N,,,,,4.0,49.0,English,32.0,15.0,10.0,1.0,1.0,5.0,3.5,3.5,3.5,,
g274707-d10126735,Gelatiamo CZ,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Zeleny pruh, 1560/99, Prague Czech Republic",50.04093,14.41573,Unclaimed,,#181 of 202 Dessert Spots in Prague,#3889 of 6176 places to eat in Prague,Dessert,,,,,,,N,N,N,,,,,4.5,2.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d10128307,Café Nová galerie,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Balbinova 409/26, Prague 120 00 Czech Republic",50.07816,14.43475,Unclaimed,,#354 of 410 Coffee & Tea in Prague,#3901 of 6176 places to eat in Prague,"Cheap Eats, Dessert, Mediterranean, European",€,€1-€6,,"Mediterranean, European, Czech",,,N,N,N,,,,,5.0,1.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d10130547,Jam and Co.,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Krymská 1 Vrsovice, Prague 13000 Czech Republic",50.071716,14.446994,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018",#846 of 4632 Restaurants in Prague,#1000 of 6176 places to eat in Prague,"Mid-range, Seafood, International, Asian",€€-€€€,€4-€12,,"Asian, Seafood, International, Fusion, Central Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""11:00-22:00""], ""Tue"": [""11:00-22:00""], ""Wed"": [""11:00-22:00""], ""Thu"": [""11:00-22:00""], ""Fri"": [""11:00-22:00""], ""Sat"": [""11:00-22:00""], ""Sun"": [""11:00-22:00""]}",7.0,77.0,7.0,4.5,108.0,English,56.0,33.0,10.0,8.0,2.0,3.0,4.5,4.5,4.5,,
g274707-d10131336,Na Závisti,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Nuselska 76, Prague 140 00 Czech Republic",50.059464,14.449699,Claimed,,#1353 of 4632 Restaurants in Prague,#1616 of 6176 places to eat in Prague,"Cheap Eats, European, Czech",€,€5-€7,"Lunch, Dinner","European, Czech",,,N,N,N,,,,,4.5,23.0,English,5.0,3.0,2.0,0.0,0.0,0.0,4.5,4.5,4.5,,
g274707-d10133952,Vinecko U Bobule,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Slezka 19 u Tržnice 4, Prague 12000 Czech Republic",50.07634,14.44288,Unclaimed,,#3325 of 4632 Restaurants in Prague,#3859 of 6176 places to eat in Prague,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""11:30-23:00""], ""Tue"": [""11:30-23:00""], ""Wed"": [""11:30-23:00""], ""Thu"": [""11:30-23:00""], ""Fri"": [""11:30-23:00""], ""Sat"": [""11:30-23:00""], ""Sun"": []}",6.0,69.0,6.0,4.5,2.0,All languages,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g274707-d10140450,Ales Koval,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Betlemske namesti 251/2, Prague 110 00 Czech Republic",50.08407,14.41758,Unclaimed,,#3698 of 4632 Restaurants in Prague,#4260 of 6176 places to eat in Prague,,,,,,,,N,N,N,,,,,5.0,1.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d10149366,Chez Greg,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Pushkinovo namesti 518/8 Praha-Bubeneč, Prague 160 00 Czech Republic",50.10304,14.40348,Unclaimed,,#2331 of 4632 Restaurants in Prague,#2772 of 6176 places to eat in Prague,"Mid-range, French, Wine Bar",€€-€€€,€2-€97,"Lunch, Dinner","French, Wine Bar",,,N,N,N,"{""Mon"": [""11:00-20:00""], ""Tue"": [""11:00-20:00""], ""Wed"": [""11:00-20:00""], ""Thu"": [""11:00-20:00""], ""Fri"": [""11:00-20:00""], ""Sat"": [""09:00-20:00""], ""Sun"": []}",6.0,56.0,6.0,4.5,5.0,English,5.0,3.0,2.0,0.0,0.0,0.0,,,,,
g274707-d10155204,Café Niveau,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Na Pankraci 1727/86, Prague 140 00 Czech Republic",50.05338,14.43771,Unclaimed,,#4081 of 4632 Restaurants in Prague,#4749 of 6176 places to eat in Prague,Cafe,,,,Cafe,,,N,N,N,,,,,3.0,2.0,English,1.0,0.0,0.0,1.0,0.0,0.0,,,,,
g274707-d10167010,Bernard Pub,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Bruselska 328/8, Prague 120 00 Czech Republic",50.072292,14.434728,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018",#1143 of 4632 Restaurants in Prague,#1362 of 6176 places to eat in Prague,"Mid-range, Bar, European, Pub",€€-€€€,,"Lunch, Dinner","Bar, European, Pub, Czech",,"Reservations, Seating, Serves Alcohol, Table Service",N,N,N,,,,,4.0,75.0,English,34.0,13.0,12.0,2.0,3.0,4.0,4.0,4.0,4.5,,
g274707-d10168018,V&J Cafe-Running-Sushi,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Křižíkova 52/53, Prague 18600 Czech Republic",50.09192,14.45395,Unclaimed,,#4417 of 4632 Restaurants in Prague,#5032 of 6176 places to eat in Prague,Japanese,,,,Japanese,,,N,N,N,,,,,2.0,2.0,English,2.0,0.0,0.0,1.0,0.0,1.0,,,,,
g274707-d10171171,Provocateur Bistro,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Petrska 1216/19, Prague 11000 Czech Republic",50.09154,14.433772,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018",#457 of 4632 Restaurants in Prague,#526 of 6176 places to eat in Prague,"Mid-range, European, Wine Bar, Central European",€€-€€€,,"Lunch, Dinner, Brunch, Drinks","European, Wine Bar, Central European","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:00-00:00""], ""Tue"": [""11:00-00:00""], ""Wed"": [""11:00-00:00""], ""Thu"": [""11:00-00:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""16:00-00:00""], ""Sun"": []}",6.0,73.0,6.0,4.5,135.0,English,68.0,47.0,12.0,6.0,1.0,2.0,5.0,5.0,4.5,,
g274707-d1017200,Ouky Douky Coffee,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Janovskeho 1118/14, Prague 170 00 Czech Republic",50.10064,14.434515,Unclaimed,,#182 of 410 Coffee & Tea in Prague,#1715 of 6176 places to eat in Prague,"Cheap Eats, Cafe",€,,"Breakfast, Lunch",Cafe,,"Seating, Serves Alcohol, Takeout, Outdoor Seating, Table Service",N,N,N,"{""Mon"": [""08:00-00:00""], ""Tue"": [""08:00-00:00""], ""Wed"": [""08:00-00:00""], ""Thu"": [""08:00-00:00""], ""Fri"": [""08:00-00:00""], ""Sat"": [""08:00-00:00""], ""Sun"": [""08:00-00:00""]}",7.0,112.0,7.0,4.0,48.0,English,27.0,13.0,11.0,0.0,1.0,2.0,4.0,4.0,4.0,4.5,
g274707-d10173958,Hostinec V Chaloupkách,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"V chaloupkach 54, Prague 198 00 Czech Republic",50.102276,14.539082,Claimed,,#2391 of 4632 Restaurants in Prague,#2842 of 6176 places to eat in Prague,"Mid-range, International, European, Pub",€€-€€€,,"Lunch, Dinner, Drinks","International, European, Pub, Gastropub, Czech",,"Takeout, Reservations, Outdoor Seating, Street Parking, Highchairs Available, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Playgrounds, Non-smoking restaurants",N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""15:00-23:00""], ""Thu"": [""15:00-23:00""], ""Fri"": [""15:00-23:00""], ""Sat"": [""13:00-23:00""], ""Sun"": [""13:00-21:00""]}",5.0,42.0,5.0,4.0,9.0,English,1.0,0.0,0.0,1.0,0.0,0.0,4.5,4.0,4.0,,
g274707-d1017470,Au Gourmand,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Dlouha 614/10, Prague 110 00 Czech Republic",50.089245,14.422213,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",#7 of 49 Bakeries in Prague,#511 of 6176 places to eat in Prague,"Mid-range, Bakeries, French, Cafe",€€-€€€,,,,,,N,N,N,"{""Mon"": [""08:00-20:00""], ""Tue"": [""08:00-20:00""], ""Wed"": [""08:00-20:00""], ""Thu"": [""08:00-20:00""], ""Fri"": [""08:00-20:00""], ""Sat"": [""08:30-20:00""], ""Sun"": [""08:30-19:00""]}",7.0,82.0,7.0,4.0,573.0,English,280.0,125.0,83.0,34.0,20.0,18.0,4.0,3.5,4.0,4.0,"quiche, cakes, pastry, croque monsieur, black forest cake"
g274707-d10175736,Florin,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Křižikova 11, Prague 18600 Czech Republic",50.09042,14.44075,Unclaimed,,#2514 of 4632 Restaurants in Prague,#2982 of 6176 places to eat in Prague,"Mid-range, International, European, Czech",€€-€€€,€2-€13,Brunch,"International, European, Czech",,,N,N,N,,,,,4.5,11.0,English,4.0,2.0,2.0,0.0,0.0,0.0,,,,,
g274707-d10178508,Uhelna club & restaurant,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Shtefanikova 18/25, Prague 150 00 Czech Republic",50.07463,14.40359,Unclaimed,,#3163 of 4632 Restaurants in Prague,#3686 of 6176 places to eat in Prague,"Mid-range, Gluten Free Options",€€-€€€,,,,Gluten Free Options,,N,N,Y,,,,,3.5,13.0,English,2.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,,
g274707-d10179249,XL Restaurant Grill & Bar,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Klecandova 2380/1 Praha 11, Prague 149 00 Czech Republic",50.03361,14.504383,Unclaimed,Certificate of Excellence 2018,#886 of 4632 Restaurants in Prague,#1048 of 6176 places to eat in Prague,"Mid-range, Steakhouse, International, Barbecue",€€-€€€,,"Lunch, Dinner","International, Barbecue, Gastropub, Steakhouse, European, Czech, Central European",Vegetarian Friendly,,Y,N,N,,,,,4.0,70.0,English,10.0,3.0,4.0,2.0,1.0,0.0,4.5,3.5,4.0,,
g274707-d10180490,Modrá Kotva,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"V Zámcích 12/312, Prague 18100 Czech Republic",50.13269,14.39834,Claimed,,#336 of 410 Coffee & Tea in Prague,#3597 of 6176 places to eat in Prague,"Cheap Eats, Dessert, Cafe, Fast food",€,,,"Cafe, Fast food, Pub",,,N,N,N,"{""Mon"": [""00:00-23:59""], ""Tue"": [""00:00-23:59""], ""Wed"": [""00:00-23:59""], ""Thu"": [""00:00-23:59""], ""Fri"": [""00:00-23:59""], ""Sat"": [""00:00-23:59""], ""Sun"": [""00:00-23:59""]}",7.0,167.88333333333333,7.0,5.0,2.0,All languages,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g274707-d10186089,onesip coffee,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Hashtalska 755/15, Prague 110 00 Czech Republic",50.09127,14.425581,Claimed,Certificate of Excellence 2018,#40 of 410 Coffee & Tea in Prague,#503 of 6176 places to eat in Prague,"Mid-range, Dessert, Cafe",€€-€€€,€1-€3,,Cafe,,"Seating, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",N,N,N,"{""Mon"": [""09:00-18:00""], ""Tue"": [""09:00-18:00""], ""Wed"": [""09:00-18:00""], ""Thu"": [""09:00-18:00""], ""Fri"": [""09:00-18:00""], ""Sat"": [], ""Sun"": [""10:00-17:00""]}",6.0,52.0,6.0,5.0,70.0,English,53.0,47.0,2.0,4.0,0.0,0.0,5.0,5.0,5.0,,
g274707-d10193035,Le Bouquet,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Zahrebska 634/13, Prague 120 00 Czech Republic",50.07176,14.435902,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#250 of 4632 Restaurants in Prague,#283 of 6176 places to eat in Prague,"Mid-range, Mediterranean, European, Wine Bar",€€-€€€,,Dinner,"Mediterranean, European, Wine Bar",Vegetarian Friendly,,Y,N,N,,,,,5.0,99.0,English,72.0,68.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,,
g274707-d10194601,Brut. - Wines & Oysters,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Letohradska 671/13, Prague 170 00 Czech Republic",50.09833,14.427772,Claimed,,#1337 of 4632 Restaurants in Prague,#1598 of 6176 places to eat in Prague,"Mid-range, French, Deli, Wine Bar",€€-€€€,€5-€20,"After-hours, Drinks, Dinner","Deli, Wine Bar, French",,,N,N,N,"{""Mon"": [""16:00-23:00""], ""Tue"": [""16:00-23:00""], ""Wed"": [""16:00-23:00""], ""Thu"": [""16:00-23:00""], ""Fri"": [""16:00-23:00""], ""Sat"": [""16:00-23:00""], ""Sun"": []}",6.0,42.0,6.0,5.0,16.0,English,14.0,12.0,2.0,0.0,0.0,0.0,4.5,5.0,5.0,,
g274707-d10198330,KALDI fresh coffee bar,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Vysehradska 429/37, Prague 128 00 Czech Republic",50.07033,14.418699,Claimed,,#94 of 410 Coffee & Tea in Prague,#974 of 6176 places to eat in Prague,"Cheap Eats, French, Mexican, American",€,€0-€2,"Breakfast, Lunch, Brunch","French, Mexican, American, Indian, Czech, Cafe",,,N,N,N,"{""Mon"": [""10:00-21:30""], ""Tue"": [""10:00-21:30""], ""Wed"": [""10:00-21:30""], ""Thu"": [""10:00-21:30""], ""Fri"": [""10:00-21:30""], ""Sat"": [""11:00-19:00""], ""Sun"": []}",6.0,65.5,6.0,5.0,34.0,English,16.0,13.0,3.0,0.0,0.0,0.0,4.5,5.0,4.5,,
g274707-d10200241,Amuse Restaurant,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Vltavanu 546, Prague 147 00 Czech Republic",50.02604,14.40135,Unclaimed,,#1782 of 4632 Restaurants in Prague,#2139 of 6176 places to eat in Prague,"Mid-range, International",€€-€€€,,,International,,,N,N,N,,,,,4.5,11.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d10200806,Beckett's Irish Pub,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Londýnská 473/22, Prague 120 00 Czech Republic",50.072422,14.434872,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#84 of 4632 Restaurants in Prague,#96 of 6176 places to eat in Prague,"Mid-range, Irish, Bar, European",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch, Drinks","Irish, Bar, European, British, Pub, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""11:00-21:00""], ""Tue"": [""11:00-21:00""], ""Wed"": [""11:00-21:00""], ""Thu"": [""11:00-21:00""], ""Fri"": [""11:00-21:00""], ""Sat"": [""11:00-21:00""], ""Sun"": [""11:00-21:00""]}",7.0,70.0,7.0,4.5,373.0,English,302.0,245.0,38.0,7.0,3.0,9.0,4.5,4.5,4.5,,
g274707-d10202494,Charles Bridge Museum Cafe,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Krizhovnicke namesti 194/1 Charles Bridge Museum, Prague 110 00 Czech Republic",50.0861,14.41409,Unclaimed,,#4338 of 4632 Restaurants in Prague,#4949 of 6176 places to eat in Prague,"Mid-range, Cafe, European, Czech",€€-€€€,,"Lunch, Dinner","Cafe, Czech, European",,Seating,N,N,N,"{""Mon"": [""10:30-20:00""], ""Tue"": [""10:30-20:00""], ""Wed"": [""10:30-20:00""], ""Thu"": [""10:30-20:00""], ""Fri"": [""10:30-20:00""], ""Sat"": [""10:30-20:00""], ""Sun"": [""10:30-20:00""]}",7.0,66.5,7.0,3.0,20.0,English,11.0,0.0,4.0,3.0,3.0,1.0,,,,,
g274707-d10207133,Karlova 1,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Karlova 1, Prague 110 00 Czech Republic",50.086136,14.416699,Unclaimed,,#4282 of 4632 Restaurants in Prague,#4891 of 6176 places to eat in Prague,"Mid-range, International, European, Czech",€€-€€€,€5-€17,"Lunch, Dinner","International, European, Czech, Eastern European, Central European",,,N,N,N,,,,,3.0,279.0,English,106.0,22.0,20.0,22.0,10.0,32.0,3.5,3.5,3.5,,"goulash, white cabbage, roast pork, bread, potato salad"
g274707-d10207575,Craft House Prague,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Navratilova 1421/11, Prague 110 00 Czech Republic",50.078682,14.423425,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018",#69 of 4632 Restaurants in Prague,#79 of 6176 places to eat in Prague,"Mid-range, Bar, Pub",€€-€€€,€3-€10,"After-hours, Drinks","Bar, Pub",,,N,N,N,"{""Mon"": [""17:00-00:00""], ""Tue"": [""17:00-00:00""], ""Wed"": [""17:00-00:00""], ""Thu"": [""17:00-00:00""], ""Fri"": [""17:00-00:00""], ""Sat"": [""17:00-00:00""], ""Sun"": [""17:00-00:00""]}",7.0,49.0,7.0,4.5,178.0,English,92.0,70.0,18.0,3.0,1.0,0.0,4.5,4.5,4.5,,
g274707-d10209970,La Areperia en Praga,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Pštrossova 8, Prague 110 00 Czech Republic",50.07821,14.41639,Claimed,,#1385 of 4632 Restaurants in Prague,#1656 of 6176 places to eat in Prague,"Cheap Eats, Latin, Venezuelan, Central American",€,€5-€10,"Lunch, Dinner","Latin, Venezuelan, Central American",,,N,N,N,"{""Mon"": [""11:00-22:00""], ""Tue"": [""11:00-22:00""], ""Wed"": [""11:00-22:00""], ""Thu"": [""11:00-22:00""], ""Fri"": [""11:00-22:00""], ""Sat"": [""11:00-22:00""], ""Sun"": [""11:00-22:00""]}",7.0,77.0,7.0,4.5,36.0,English,18.0,15.0,2.0,0.0,0.0,1.0,4.5,5.0,4.5,,
g274707-d10211627,Casa Nostra,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Namesti Jiriho Z Podebrad 1658/11, Prague 130 00 Czech Republic",50.07848,14.45023,Claimed,,#1577 of 4632 Restaurants in Prague,#1892 of 6176 places to eat in Prague,"Mid-range, Italian",€€-€€€,,,Italian,,,N,N,N,,,,,4.5,13.0,English,4.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,,
g274707-d10211785,Pohostinec Karlín,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Pobrezni 1/42, Prague 18600 Czech Republic",50.094166,14.448193,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#571 of 4632 Restaurants in Prague,#672 of 6176 places to eat in Prague,"Mid-range, Steakhouse, Czech",€€-€€€,€2-€40,"Lunch, Dinner, Brunch","Czech, Steakhouse",,"Reservations, Seating, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service",N,N,N,"{""Mon"": [""11:00-22:00""], ""Tue"": [""11:00-22:00""], ""Wed"": [""11:00-22:00""], ""Thu"": [""11:00-22:00""], ""Fri"": [""11:00-22:00""], ""Sat"": [""11:00-22:00""], ""Sun"": [""11:00-22:00""]}",7.0,77.0,7.0,4.5,123.0,English,46.0,28.0,7.0,5.0,2.0,4.0,4.5,4.5,4.5,,"brunch, salad, steak, great food, quick lunch"
g274707-d10214711,"Veganland - Fenix, Prague 9","[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Freyova 945/35 Fénix Shopping Center, Prague 190 00 Czech Republic",50.11033,14.50108,Claimed,,#2118 of 4632 Restaurants in Prague,#2525 of 6176 places to eat in Prague,"Cheap Eats, European, Asian, Vietnamese",€,€2-€8,,"European, Asian, Vietnamese",Vegan Options,,N,Y,N,"{""Mon"": [""08:00-20:00""], ""Tue"": [""08:00-20:00""], ""Wed"": [""08:00-20:00""], ""Thu"": [""08:00-20:00""], ""Fri"": [""08:00-20:00""], ""Sat"": [""08:00-20:00""], ""Sun"": [""08:00-20:00""]}",7.0,84.0,7.0,4.0,22.0,English,12.0,8.0,3.0,1.0,0.0,0.0,4.5,3.5,4.0,,
g274707-d10216231,Trattoria Famiglia,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Na Hlavní 2/18 Praha 8, Prague Czech Republic",50.16471,14.484078,Claimed,,#1992 of 4632 Restaurants in Prague,#2381 of 6176 places to eat in Prague,"Mid-range, Italian, European, Pub",€€-€€€,,"Drinks, Lunch, Dinner","Italian, European, Pub, Healthy, Central European",,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Validated Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi",N,N,N,"{""Mon"": [""11:00-22:00""], ""Tue"": [""11:00-22:00""], ""Wed"": [""11:00-22:00""], ""Thu"": [""11:00-22:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-22:00""]}",7.0,79.0,7.0,4.0,19.0,English,2.0,0.0,2.0,0.0,0.0,0.0,4.5,4.5,4.5,,
g274707-d1021722,Carl-Inn Hotel,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Sidlistni 1/1167, Prague 165 00 Czech Republic",50.12882,14.38018,Unclaimed,,#2254 of 4632 Restaurants in Prague,#2691 of 6176 places to eat in Prague,"Mid-range, European, Czech",€€-€€€,,Breakfast,"European, Czech",,Reservations,N,N,N,,,,,4.0,12.0,English,6.0,0.0,2.0,4.0,0.0,0.0,,,,,
g274707-d10219504,Wokin,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Purkyňova 74/2, Prague 110 00 Czech Republic",50.081203,14.420043,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#12 of 119 Quick Bites in Prague,#371 of 6176 places to eat in Prague,"Cheap Eats, Quick Bites, Fast food, Asian",€,€3-€7,,"Fast food, Asian, Thai","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""11:00-21:00""], ""Tue"": [""11:00-21:00""], ""Wed"": [""11:00-21:00""], ""Thu"": [""11:00-21:00""], ""Fri"": [""11:00-21:00""], ""Sat"": [""11:00-21:00""], ""Sun"": []}",6.0,60.0,6.0,4.5,216.0,English,89.0,63.0,14.0,5.0,5.0,2.0,4.5,4.0,4.0,,"noodles, red curry, noodle bar, noodle place, quick meal"
